"seqnames"	"starts"	"ends"	"names"	"scores"	"strands"	"pvalue..log10"	"fold_enrichment"	"qvalue..log10"	"V.30.SUMO"	"ICI.30.SUMO"	"ICI.180.SUMO"
"1895"	"chr9"	22342408	22343205	"peak_call/ICI_30_peak_11129"	660	"*"	69.911	12.41171	66.0631	0	0	0
"1896"	"chr15"	83954650	83955668	"peak_call/ICI_30_peak_3770"	660	"*"	69.93633	11.14527	66.08815	0	0	0
"1897"	"chr2"	66439781	66440280	"peak_call/ICI_30_peak_5965"	660	"*"	69.911	12.41171	66.0631	0	0	0
"1898"	"chr16"	84820164	84820698	"peak_call/ICI_30_peak_4294"	660	"*"	69.911	12.41171	66.0631	0	0	0
"1899"	"chr7"	29140012	29140604	"peak_call/ICI_30_peak_10033"	659	"*"	69.82859	13.01929	65.98115	0	0	0
"1900"	"chr1"	149989361	149989833	"peak_call/ICI_30_peak_541"	658	"*"	69.67603	9.08497	65.82913	0	0	0
"1901"	"chr16"	85177831	85179246	"peak_call/ICI_30_peak_4301"	658	"*"	69.65892	12.75084	65.81206	0	0	0
"1902"	"chr10"	3331860	3332637	"peak_call/ICI_30_peak_1004"	657	"*"	69.63284	12.53377	65.78603	0	0	0
"1903"	"chr8"	90995839	90996381	"peak_call/ICI_30_peak_10777"	657	"*"	69.64359	8.12033	65.79675	1	1	0
"1904"	"chr11"	75083197	75084030	"peak_call/ICI_30_peak_1989"	657	"*"	69.58056	10.44323	65.73392	0	1	0
"1905"	"chr10"	134385542	134386166	"peak_call/ICI_30_peak_1622"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1906"	"chr10"	8126753	8127595	"peak_call/ICI_30_peak_1050"	656	"*"	69.45683	11.89434	65.61416	0	0	0
"1907"	"chr11"	94578705	94579190	"peak_call/ICI_30_peak_2062"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1908"	"chr10"	125510582	125511574	"peak_call/ICI_30_peak_1575"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1909"	"chr22"	34256278	34256771	"peak_call/ICI_30_peak_7441"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1910"	"chr6"	169313411	169313935	"peak_call/ICI_30_peak_9862"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1911"	"chr1"	38588964	38589945	"peak_call/ICI_30_peak_262"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1912"	"chr13"	52493648	52494349	"peak_call/ICI_30_peak_2871"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1913"	"chr14"	77565875	77566561	"peak_call/ICI_30_peak_3297"	656	"*"	69.49277	10.14223	65.64651	0	0	0
"1914"	"chr4"	79231271	79232229	"peak_call/ICI_30_peak_8425"	656	"*"	69.49246	13.13683	65.64635	0	0	0
"1915"	"chr20"	48693195	48693553	"peak_call/ICI_30_peak_6923"	655	"*"	69.43725	6.95161	65.59494	0	0	0
"1916"	"chr14"	100040377	100041560	"peak_call/ICI_30_peak_3409"	655	"*"	69.3792	10.84683	65.53719	0	0	0
"1917"	"chr14"	73992761	73994015	"peak_call/ICI_30_peak_3238"	655	"*"	69.4176	12.67794	65.57536	0	0	0
"1918"	"chr2"	42593325	42593855	"peak_call/ICI_30_peak_5874"	655	"*"	69.39401	12.26183	65.55196	0	0	0
"1919"	"chr7"	372846	373614	"peak_call/ICI_30_peak_9879"	654	"*"	69.29758	12.6418	65.45601	1	1	0
"1920"	"chr5"	11602301	11602757	"peak_call/ICI_30_peak_8673"	652	"*"	69.10361	11.43764	65.26248	0	0	0
"1921"	"chr20"	52462542	52463077	"peak_call/ICI_30_peak_6975"	652	"*"	69.10983	2.56882	65.26868	1	0	0
"1922"	"chr14"	65427285	65428529	"peak_call/ICI_30_peak_3164"	651	"*"	69.01952	10.6066	65.17876	0	0	0
"1923"	"chr20"	61700973	61701540	"peak_call/ICI_30_peak_7078"	651	"*"	68.99055	10.16738	65.14988	0	0	0
"1924"	"chrY"	13467988	13468342	"peak_call/ICI_30_peak_11957"	651	"*"	69.02724	1.83109	65.18647	1	1	1
"1925"	"chr3"	196534399	196535249	"peak_call/ICI_30_peak_8238"	651	"*"	68.96024	11.94442	65.11962	0	0	0
"1926"	"chrUn_gl000220"	117733	119400	"peak_call/ICI_30_peak_11650"	650	"*"	68.84034	1.50675	65.00021	1	1	1
"1927"	"chr1"	150943565	150944569	"peak_call/ICI_30_peak_546"	650	"*"	68.89383	9.749	65.05333	0	0	0
"1928"	"chr15"	75307172	75308069	"peak_call/ICI_30_peak_3714"	649	"*"	68.77872	10.85661	64.93902	0	0	0
"1929"	"chr5"	21491248	21491594	"peak_call/ICI_30_peak_8704"	649	"*"	68.76831	5.55856	64.92866	0	0	0
"1930"	"chr6"	3664817	3665657	"peak_call/ICI_30_peak_9267"	649	"*"	68.75313	12.27532	64.91351	0	0	0
"1931"	"chr20"	36736841	36739006	"peak_call/ICI_30_peak_6790"	648	"*"	68.6433	10.66807	64.80423	0	1	0
"1932"	"chr5"	170902487	170903122	"peak_call/ICI_30_peak_9155"	648	"*"	68.66581	12.66217	64.82669	0	0	0
"1933"	"chr1"	201567097	201567469	"peak_call/ICI_30_peak_760"	645	"*"	68.41833	9.77543	64.5804	0	0	0
"1934"	"chr9"	137287473	137287902	"peak_call/ICI_30_peak_11579"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1935"	"chr18"	54808838	54809290	"peak_call/ICI_30_peak_5200"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1936"	"chr5"	82011	82867	"peak_call/ICI_30_peak_8639"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1937"	"chr2"	171163368	171164373	"peak_call/ICI_30_peak_6338"	644	"*"	68.30254	12.98583	64.46513	0	1	0
"1938"	"chr12"	110154970	110155487	"peak_call/ICI_30_peak_2552"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1939"	"chr9"	36714760	36715716	"peak_call/ICI_30_peak_11164"	644	"*"	68.30254	12.98583	64.46513	0	1	0
"1940"	"chr6"	147199308	147200354	"peak_call/ICI_30_peak_9792"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1941"	"chr6"	107199440	107199945	"peak_call/ICI_30_peak_9655"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1942"	"chr1"	1670949	1671227	"peak_call/ICI_30_peak_15"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1943"	"chr21"	37985212	37985738	"peak_call/ICI_30_peak_7186"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1944"	"chr17"	48241460	48242311	"peak_call/ICI_30_peak_4693"	644	"*"	68.26402	11.93901	64.43015	0	0	0
"1945"	"chr1"	9536752	9537243	"peak_call/ICI_30_peak_76"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1946"	"chr1"	48360247	48360800	"peak_call/ICI_30_peak_324"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1947"	"chr2"	241505281	241505752	"peak_call/ICI_30_peak_6618"	644	"*"	68.30254	12.98583	64.46513	0	0	0
"1948"	"chrX"	153602624	153603202	"peak_call/ICI_30_peak_11947"	642	"*"	68.12384	12.71052	64.29045	0	0	0
"1949"	"chr6"	105876122	105876871	"peak_call/ICI_30_peak_9645"	641	"*"	67.98919	11.31725	64.15639	0	0	0
"1950"	"chr1"	166572386	166573081	"peak_call/ICI_30_peak_633"	641	"*"	67.98919	11.31725	64.15639	0	0	0
"1951"	"chr19"	33516303	33516991	"peak_call/ICI_30_peak_5484"	639	"*"	67.74099	10.91781	63.90894	0	0	0
"1952"	"chr11"	71211651	71212131	"peak_call/ICI_30_peak_1954"	639	"*"	67.82096	11.44792	63.98871	0	0	0
"1953"	"chr6"	140200904	140201600	"peak_call/ICI_30_peak_9773"	638	"*"	67.70859	12.7994	63.87688	0	0	0
"1954"	"chr6"	3226665	3227480	"peak_call/ICI_30_peak_9260"	637	"*"	67.60004	12.13892	63.7688	0	0	0
"1955"	"chr15"	83611243	83611911	"peak_call/ICI_30_peak_3766"	637	"*"	67.55906	11.37766	63.72848	0	0	0
"1956"	"chr3"	151929477	151929935	"peak_call/ICI_30_peak_8016"	637	"*"	67.58552	11.21101	63.75469	0	0	0
"1957"	"chr8"	120667191	120667800	"peak_call/ICI_30_peak_10921"	636	"*"	67.4902	9.21869	63.65973	0	0	0
"1958"	"chr11"	62420793	62421154	"peak_call/ICI_30_peak_1803"	633	"*"	67.19124	11.63854	63.36189	0	0	0
"1959"	"chr18"	499244	500132	"peak_call/ICI_30_peak_5098"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1960"	"chr3"	37986808	37987881	"peak_call/ICI_30_peak_7667"	632	"*"	67.08039	12.18712	63.2551	0	0	0
"1961"	"chr19"	4914823	4915327	"peak_call/ICI_30_peak_5292"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1962"	"chr10"	121302159	121302748	"peak_call/ICI_30_peak_1549"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1963"	"chr17"	31846691	31847128	"peak_call/ICI_30_peak_4591"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1964"	"chr4"	56212302	56213423	"peak_call/ICI_30_peak_8396"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1965"	"chr11"	101557402	101557864	"peak_call/ICI_30_peak_2069"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1966"	"chr1"	20683085	20684605	"peak_call/ICI_30_peak_149"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1967"	"chr17"	27072980	27074694	"peak_call/ICI_30_peak_4575"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1968"	"chr17"	8957431	8957983	"peak_call/ICI_30_peak_4477"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1969"	"chr1"	203643261	203643879	"peak_call/ICI_30_peak_792"	632	"*"	67.12173	8.41654	63.29281	0	0	0
"1970"	"chr19"	617148	617864	"peak_call/ICI_30_peak_5234"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1971"	"chr1"	94374269	94374842	"peak_call/ICI_30_peak_410"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1972"	"chr1"	224447577	224448052	"peak_call/ICI_30_peak_884"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1973"	"chr1"	54481826	54482465	"peak_call/ICI_30_peak_342"	632	"*"	67.11764	12.83483	63.28875	0	0	0
"1974"	"chr14"	106207888	106208415	"peak_call/ICI_30_peak_3508"	631	"*"	66.97855	10.88731	63.15347	0	0	0
"1975"	"chr12"	113659307	113660197	"peak_call/ICI_30_peak_2577"	631	"*"	66.95073	12.56442	63.12573	0	0	0
"1976"	"chr20"	52468698	52469065	"peak_call/ICI_30_peak_6976"	630	"*"	66.85305	2.70796	63.02881	0	0	0
"1977"	"chr3"	8498007	8498952	"peak_call/ICI_30_peak_7546"	629	"*"	66.78195	10.37239	62.95786	0	0	0
"1978"	"chr14"	89680382	89681049	"peak_call/ICI_30_peak_3324"	628	"*"	66.63031	9.77813	62.80673	0	0	0
"1979"	"chr14"	55368548	55370003	"peak_call/ICI_30_peak_3100"	628	"*"	66.63496	11.66956	62.81137	0	1	0
"1980"	"chr15"	81595831	81596521	"peak_call/ICI_30_peak_3759"	628	"*"	66.68145	12.06972	62.85757	0	0	0
"1981"	"chr8"	144416916	144417642	"peak_call/ICI_30_peak_11052"	627	"*"	66.55842	12.23565	62.73513	0	0	0
"1982"	"chr8"	116999777	117000641	"peak_call/ICI_30_peak_10901"	625	"*"	66.40279	9.35139	62.58064	0	0	0
"1983"	"chr5"	16588554	16589363	"peak_call/ICI_30_peak_8687"	624	"*"	66.24027	11.20032	62.41887	0	0	0
"1984"	"chr20"	25477098	25478468	"peak_call/ICI_30_peak_6733"	622	"*"	66.06553	11.51065	62.2445	0	0	0
"1985"	"chr7"	157081840	157083267	"peak_call/ICI_30_peak_10547"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1986"	"chr16"	20892492	20892868	"peak_call/ICI_30_peak_4048"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1987"	"chrX"	18117871	18118396	"peak_call/ICI_30_peak_11751"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1988"	"chr19"	13945046	13946892	"peak_call/ICI_30_peak_5364"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1989"	"chr4"	187684033	187684528	"peak_call/ICI_30_peak_8633"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1990"	"chr8"	48343869	48344319	"peak_call/ICI_30_peak_10688"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1991"	"chr12"	130663637	130664114	"peak_call/ICI_30_peak_2712"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1992"	"chr10"	79649088	79649668	"peak_call/ICI_30_peak_1364"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1993"	"chr2"	240189762	240190550	"peak_call/ICI_30_peak_6611"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1994"	"chr15"	70385405	70386250	"peak_call/ICI_30_peak_3668"	621	"*"	65.92938	12.04863	62.11246	0	0	0
"1995"	"chr18"	9705192	9705636	"peak_call/ICI_30_peak_5112"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1996"	"chr2"	10091742	10092544	"peak_call/ICI_30_peak_5736"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1997"	"chr9"	131938443	131938996	"peak_call/ICI_30_peak_11512"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1998"	"chr6"	88117624	88118068	"peak_call/ICI_30_peak_9612"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"1999"	"chrX"	54667048	54667610	"peak_call/ICI_30_peak_11805"	621	"*"	65.93779	12.68383	62.11737	0	0	0
"2000"	"chr17"	48992394	48992865	"peak_call/ICI_30_peak_4712"	619	"*"	65.77193	8.66862	61.95608	0	0	0
"2001"	"chr9"	95428015	95428914	"peak_call/ICI_30_peak_11299"	619	"*"	65.78262	12.41832	61.96612	0	0	0
"2002"	"chr2"	221142178	221142986	"peak_call/ICI_30_peak_6507"	619	"*"	65.78262	12.41832	61.96612	1	0	0
"2003"	"chr9"	102173384	102173807	"peak_call/ICI_30_peak_11347"	619	"*"	65.77415	11.07645	61.95802	0	0	0
"2004"	"chr5"	174688204	174688592	"peak_call/ICI_30_peak_9200"	619	"*"	65.77415	11.07645	61.95802	0	0	0
"2005"	"chrX"	142020542	142021280	"peak_call/ICI_30_peak_11932"	619	"*"	65.78262	12.41832	61.96612	0	0	0
"2006"	"chr7"	112062808	112063367	"peak_call/ICI_30_peak_10366"	618	"*"	65.61918	10.39247	61.80365	0	0	0
"2007"	"chr8"	91013649	91014247	"peak_call/ICI_30_peak_10778"	617	"*"	65.5254	8.32602	61.71032	0	1	0
"2008"	"chr2"	47256063	47256655	"peak_call/ICI_30_peak_5915"	617	"*"	65.5636	10.69036	61.74823	0	0	0
"2009"	"chr9"	14895773	14896305	"peak_call/ICI_30_peak_11116"	617	"*"	65.5636	10.69036	61.74823	0	0	0
"2010"	"chr3"	156661268	156661798	"peak_call/ICI_30_peak_8028"	616	"*"	65.42257	10.3448	61.60779	0	0	0
"2011"	"chr15"	90236544	90238047	"peak_call/ICI_30_peak_3815"	616	"*"	65.48651	9.04797	61.67152	0	0	0
"2012"	"chr5"	71044175	71044730	"peak_call/ICI_30_peak_8835"	616	"*"	65.42257	10.3448	61.60779	0	0	0
"2013"	"chr12"	54261076	54261784	"peak_call/ICI_30_peak_2363"	615	"*"	65.41279	11.33052	61.59821	0	1	0
"2014"	"chr7"	156308754	156309353	"peak_call/ICI_30_peak_10536"	615	"*"	65.3586	12.50174	61.54426	0	0	0
"2015"	"chr16"	75032588	75032994	"peak_call/ICI_30_peak_4226"	615	"*"	65.33184	9.49614	61.51786	0	0	0
"2016"	"chr14"	96082952	96083466	"peak_call/ICI_30_peak_3381"	615	"*"	65.3418	10.0337	61.52764	0	0	0
"2017"	"chr10"	96892750	96893205	"peak_call/ICI_30_peak_1441"	614	"*"	65.30848	11.86614	61.49471	0	0	0
"2018"	"chr15"	85451630	85452304	"peak_call/ICI_30_peak_3776"	614	"*"	65.31368	9.75215	61.49981	0	0	0
"2019"	"chr1"	109096481	109097349	"peak_call/ICI_30_peak_430"	611	"*"	64.94461	11.38275	61.13189	0	0	0
"2020"	"chr12"	10574512	10575105	"peak_call/ICI_30_peak_2197"	611	"*"	64.94461	11.38275	61.13189	0	0	0
"2021"	"chr11"	45843537	45845452	"peak_call/ICI_30_peak_1754"	610	"*"	64.86319	11.54541	61.05096	0	0	0
"2022"	"chr17"	72188947	72189757	"peak_call/ICI_30_peak_4934"	610	"*"	64.86319	11.54541	61.05096	0	0	0
"2023"	"chrX"	149100578	149101295	"peak_call/ICI_30_peak_11936"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2024"	"chr1"	226062831	226063570	"peak_call/ICI_30_peak_891"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2025"	"chr4"	114063084	114063542	"peak_call/ICI_30_peak_8509"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2026"	"chr1"	27868400	27869248	"peak_call/ICI_30_peak_203"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2027"	"chr6"	125518984	125519575	"peak_call/ICI_30_peak_9725"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2028"	"chr19"	2528605	2529851	"peak_call/ICI_30_peak_5263"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2029"	"chr1"	155660200	155661065	"peak_call/ICI_30_peak_598"	609	"*"	64.76716	12.3178	60.95532	0	0	0
"2030"	"chr21"	46123798	46124586	"peak_call/ICI_30_peak_7302"	609	"*"	64.80278	10.6581	60.99075	0	0	0
"2031"	"chr17"	18621885	18622803	"peak_call/ICI_30_peak_4532"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2032"	"chr18"	11268924	11269310	"peak_call/ICI_30_peak_5120"	609	"*"	64.76308	12.53284	60.95139	0	0	0
"2033"	"chr15"	72267543	72268180	"peak_call/ICI_30_peak_3688"	608	"*"	64.6902	11.13363	60.88194	0	0	0
"2034"	"chr5"	154222315	154223537	"peak_call/ICI_30_peak_9116"	608	"*"	64.64948	11.48494	60.84157	0	0	0
"2035"	"chr11"	76784907	76785525	"peak_call/ICI_30_peak_2009"	608	"*"	64.67364	10.95606	60.86543	0	0	0
"2036"	"chr9"	110567099	110567968	"peak_call/ICI_30_peak_11370"	608	"*"	64.67364	10.95606	60.86543	0	0	0
"2037"	"chr16"	82186137	82186639	"peak_call/ICI_30_peak_4279"	607	"*"	64.59826	10.29539	60.79086	0	0	0
"2038"	"chr14"	65433221	65434132	"peak_call/ICI_30_peak_3165"	606	"*"	64.43589	11.06496	60.62919	0	1	0
"2039"	"chr15"	89682371	89682972	"peak_call/ICI_30_peak_3809"	604	"*"	64.293	9.93131	60.48693	0	0	0
"2040"	"chr14"	62025948	62026353	"peak_call/ICI_30_peak_3142"	604	"*"	64.27958	9.65463	60.47369	0	0	0
"2041"	"chr14"	77473733	77474788	"peak_call/ICI_30_peak_3292"	604	"*"	64.293	9.93131	60.48693	0	0	0
"2042"	"chr15"	75328374	75329076	"peak_call/ICI_30_peak_3715"	604	"*"	64.27958	9.65463	60.47369	0	0	0
"2043"	"chr17"	47987654	47988381	"peak_call/ICI_30_peak_4685"	603	"*"	64.1701	11.72975	60.36476	0	0	0
"2044"	"chr10"	112582142	112583090	"peak_call/ICI_30_peak_1507"	603	"*"	64.1701	11.72975	60.36476	0	0	0
"2045"	"chr20"	46540740	46541270	"peak_call/ICI_30_peak_6868"	602	"*"	64.05793	4.39075	60.25314	0	0	0
"2046"	"chr17"	48748318	48748740	"peak_call/ICI_30_peak_4703"	600	"*"	63.86401	11.83745	60.05966	0	0	0
"2047"	"chr3"	150026202	150026763	"peak_call/ICI_30_peak_8001"	599	"*"	63.72182	10.5435	59.91814	0	0	0
"2048"	"chr6"	12343984	12344423	"peak_call/ICI_30_peak_9331"	599	"*"	63.73931	11.41421	59.93552	0	0	0
"2049"	"chr7"	139470748	139471311	"peak_call/ICI_30_peak_10471"	599	"*"	63.7233	12.20708	59.9196	0	0	0
"2050"	"chr2"	98850280	98850918	"peak_call/ICI_30_peak_6073"	597	"*"	63.57785	10.83566	59.77797	0	0	0
"2051"	"chr17"	29893236	29894107	"peak_call/ICI_30_peak_4587"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2052"	"chr4"	77484571	77485049	"peak_call/ICI_30_peak_8419"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2053"	"chr2"	95699880	95700503	"peak_call/ICI_30_peak_6041"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2054"	"chr13"	110228505	110229165	"peak_call/ICI_30_peak_2927"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2055"	"chr16"	2047657	2048151	"peak_call/ICI_30_peak_3948"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2056"	"chr4"	28169024	28169545	"peak_call/ICI_30_peak_8348"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2057"	"chr4"	55708139	55709061	"peak_call/ICI_30_peak_8395"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2058"	"chr1"	17886154	17886753	"peak_call/ICI_30_peak_136"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2059"	"chr11"	61464385	61464943	"peak_call/ICI_30_peak_1786"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2060"	"chr16"	3216384	3217079	"peak_call/ICI_30_peak_3972"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2061"	"chr3"	129087609	129088266	"peak_call/ICI_30_peak_7938"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2062"	"chr11"	63387436	63387869	"peak_call/ICI_30_peak_1811"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2063"	"chr1"	30818132	30819089	"peak_call/ICI_30_peak_219"	597	"*"	63.59356	12.38184	59.7904	0	1	0
"2064"	"chr10"	64604960	64605615	"peak_call/ICI_30_peak_1283"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2065"	"chr2"	216843742	216845207	"peak_call/ICI_30_peak_6465"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2066"	"chr9"	100908399	100909131	"peak_call/ICI_30_peak_11337"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2067"	"chr3"	50302457	50302965	"peak_call/ICI_30_peak_7723"	597	"*"	63.59356	12.38184	59.7904	0	0	0
"2068"	"chr12"	63600195	63601519	"peak_call/ICI_30_peak_2398"	596	"*"	63.42175	8.86178	59.62281	0	1	0
"2069"	"chr4"	125895284	125895707	"peak_call/ICI_30_peak_8520"	596	"*"	63.4617	12.12612	59.66235	0	0	0
"2070"	"chr16"	2300332	2301085	"peak_call/ICI_30_peak_3955"	596	"*"	63.4617	12.12612	59.66235	0	0	0
"2071"	"chr20"	47088752	47089639	"peak_call/ICI_30_peak_6888"	594	"*"	63.26945	4.83359	59.47141	0	0	0
"2072"	"chr7"	41093959	41094996	"peak_call/ICI_30_peak_10078"	594	"*"	63.29778	10.12928	59.4994	0	0	0
"2073"	"chr2"	198477999	198478632	"peak_call/ICI_30_peak_6396"	594	"*"	63.24984	9.55711	59.45184	0	0	0
"2074"	"chr3"	89553054	89553687	"peak_call/ICI_30_peak_7820"	594	"*"	63.29778	10.12928	59.4994	0	0	0
"2075"	"chr9"	14251220	14251788	"peak_call/ICI_30_peak_11112"	592	"*"	63.09467	11.61032	59.29734	0	0	0
"2076"	"chr9"	20382501	20383011	"peak_call/ICI_30_peak_11120"	592	"*"	63.03421	11.99468	59.23743	0	0	0
"2077"	"chr17"	53421585	53422317	"peak_call/ICI_30_peak_4723"	592	"*"	63.08701	9.39118	59.28974	0	0	0
"2078"	"chr11"	63639534	63640116	"peak_call/ICI_30_peak_1813"	592	"*"	63.02913	12.20408	59.23243	0	0	0
"2079"	"chr3"	168388808	168389405	"peak_call/ICI_30_peak_8061"	591	"*"	62.95477	11.1932	59.15828	0	0	0
"2080"	"chrUn_gl000225"	131667	131935	"peak_call/ICI_30_peak_11698"	591	"*"	62.91301	1.69824	59.11665	0	1	1
"2081"	"chr3"	16458778	16459303	"peak_call/ICI_30_peak_7615"	589	"*"	62.74785	10.14484	58.95187	0	0	0
"2082"	"chr21"	40282190	40283012	"peak_call/ICI_30_peak_7204"	588	"*"	62.63098	7.91484	58.83562	0	0	0
"2083"	"chr16"	80649251	80650224	"peak_call/ICI_30_peak_4261"	588	"*"	62.64555	10.4289	58.85011	0	0	0
"2084"	"chr8"	86464123	86465435	"peak_call/ICI_30_peak_10763"	588	"*"	62.65328	7.91865	58.85783	0	0	0
"2085"	"chr2"	154069392	154070087	"peak_call/ICI_30_peak_6284"	587	"*"	62.50631	11.63316	58.71138	0	0	0
"2086"	"chr15"	99411533	99412052	"peak_call/ICI_30_peak_3888"	586	"*"	62.41528	10.21463	58.62452	0	0	0
"2087"	"chr19"	45602727	45603976	"peak_call/ICI_30_peak_5593"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2088"	"chr19"	16603792	16604642	"peak_call/ICI_30_peak_5409"	586	"*"	62.45279	12.02452	58.65836	0	1	0
"2089"	"chr13"	107513425	107513902	"peak_call/ICI_30_peak_2921"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2090"	"chr8"	66934490	66934927	"peak_call/ICI_30_peak_10724"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2091"	"chr12"	124854240	124854927	"peak_call/ICI_30_peak_2680"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2092"	"chr15"	89083690	89084215	"peak_call/ICI_30_peak_3803"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2093"	"chr1"	35971232	35972241	"peak_call/ICI_30_peak_250"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2094"	"chr14"	69443974	69444420	"peak_call/ICI_30_peak_3207"	586	"*"	62.39743	11.60092	58.60671	0	0	0
"2095"	"chr6"	33512232	33513032	"peak_call/ICI_30_peak_9414"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2096"	"chr4"	31993466	31994116	"peak_call/ICI_30_peak_8353"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2097"	"chr17"	71546061	71546550	"peak_call/ICI_30_peak_4925"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2098"	"chr5"	95033602	95034397	"peak_call/ICI_30_peak_8892"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2099"	"chr17"	18106428	18107076	"peak_call/ICI_30_peak_4528"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2100"	"chr4"	163184099	163184748	"peak_call/ICI_30_peak_8595"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2101"	"chr16"	88298498	88298905	"peak_call/ICI_30_peak_4366"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2102"	"chr19"	34576291	34576886	"peak_call/ICI_30_peak_5498"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2103"	"chr10"	121077019	121077597	"peak_call/ICI_30_peak_1548"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2104"	"chr1"	16502357	16502774	"peak_call/ICI_30_peak_112"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2105"	"chr4"	11252460	11253092	"peak_call/ICI_30_peak_8321"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2106"	"chr8"	131530796	131531413	"peak_call/ICI_30_peak_10988"	586	"*"	62.48687	10.71526	58.69203	1	1	0
"2107"	"chr8"	29140414	29140796	"peak_call/ICI_30_peak_10635"	586	"*"	62.42931	12.23084	58.63497	0	0	0
"2108"	"chr22"	21270945	21271523	"peak_call/ICI_30_peak_7366"	586	"*"	62.42931	12.23084	58.63497	0	0	0
